,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
33276,2009-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,253.0,8126.0,1013,3725.0,93,69,3725.0000000000014
33289,2009-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,110.0,2347.0,340,1023.0,93,67,1022.9999999999987
33303,2009-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,359.0,8141.0,1344,1592.0,93,622,1591.9999999999993
33317,2009-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,249.0,4491.0,1025,433.0,93,717,432.99999999999784
33331,2009-01-01,San Francisco,106380964.0,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,General Acute Care,Intensive Care,3650.0,196.0,2132.0,409,2123.0,93,71,2122.9999999999995
33345,2009-01-01,San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,359.0,2409.0,425,11880.0,93,739,11880.000000000005
33358,2009-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,31390.0,829.0,24021.0,5033,13231.0,93,813,13231.000000000005
33372,2009-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,33.0,959.0,19,918.0,93,97,917.9999999999989
33386,2009-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,231.0,3658.0,806,1759.0,94,155,1758.9999999999989
33400,2009-01-01,San Joaquin,106390922.0,LODI MEMORIAL HOSPITAL - WEST,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,428,-1.8189894035458565e-12
33414,2009-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,246.0,3031.0,799,1664.0,94,427,1663.9999999999986
33428,2009-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,219.0,4358.0,589,2290.0,94,627,2289.9999999999995
33442,2009-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,3650.0,163.0,3126.0,1018,1705.0,94,730,1704.9999999999986
33456,2009-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,209.0,1914.0,460,1675.0,94,768,1674.9999999999989
33470,2009-01-01,San Joaquin,106392232.0,ST. JOSEPHS BEHAVIORAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,728,-1.8189894035458565e-12
33484,2009-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,197.0,2160.0,512,1469.0,94,166,1468.9999999999989
33498,2009-01-01,San Joaquin,106394003.0,SAN JOAQUIN COUNTY P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,626,-1.8189894035458565e-12
33512,2009-01-01,San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,201.0,1353.0,257,1295.0,94,333,1294.9999999999986
33526,2009-01-01,San Luis Obispo,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,253.0,1595.0,278,1856.0,95,33,1855.999999999999
33540,2009-01-01,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,194.0,1861.0,637,1890.0,95,221,1889.9999999999986
33554,2009-01-01,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,116.0,2140.0,485,2476.0,95,689,2475.9999999999995
33568,2009-01-01,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,6570.0,256.0,3085.0,594,4335.0,95,806,4335.000000000001
33582,2009-01-01,San Luis Obispo,106400683.0,ATASCADERO STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,95,34,-1.8189894035458565e-12
33596,2009-01-01,San Luis Obispo,106404046.0,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,95,633,-1.8189894035458565e-12
33610,2009-01-01,San Mateo,106410742.0,MILLS  HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,500,-1.8189894035458565e-12
33624,2009-01-01,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,121.0,1668.0,289,1297.0,96,634,1296.999999999999
33638,2009-01-01,San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,147.0,3140.0,853,1510.0,96,310,1509.9999999999986
33652,2009-01-01,San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,213.0,2971.0,742,3459.0,96,328,3459.0
33666,2009-01-01,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,3849.0,870,2131.0,96,664,2130.9999999999995
33680,2009-01-01,San Mateo,106410828.0,SETON MEDICAL CENTER - COASTSIDE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,665,-1.8189894035458565e-12
33694,2009-01-01,San Mateo,106410852.0,PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,319.0,5336.0,1482,5225.0,96,564,5225.000000000001
33708,2009-01-01,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,153.0,2646.0,856,5663.0,96,661,5663.000000000001
33722,2009-01-01,San Mateo,106414018.0,MENLO PARK SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,482,-1.8189894035458565e-12
33736,2009-01-01,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,202.0,784.0,286,3719.0,97,242,3719.0000000000005
33750,2009-01-01,Santa Barbara,106420491.0,LOMPOC VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,127.0,1032.0,284,839.0,97,442,838.9999999999985
33764,2009-01-01,Santa Barbara,106420493.0,MARIAN MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,463,-1.8189894035458565e-12
33778,2009-01-01,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,393.0,5683.0,1761,3771.0,97,638,3770.999999999999
33792,2009-01-01,Santa Barbara,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,651,-1.8189894035458565e-12
33806,2009-01-01,Santa Barbara,106424002.0,SANTA BARBARA COUNTY P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,639,-1.8189894035458565e-12
33820,2009-01-01,Santa Barbara,106424047.0,REHABILITATION INSTITUTE AT SANTA BARBARA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,598,-1.8189894035458565e-12
33834,2009-01-01,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,6040.0,540.0,9639.0,950,-2109.0,98,597,-2109.0000000000027
33848,2009-01-01,Santa Clara,106430743.0,EL CAMINO HOSPITAL LOS GATOS,General Acute Care,Intensive Care,2555.0,55.0,573.0,57,2094.0,98,192,2093.9999999999995
33862,2009-01-01,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,6216.0,246.0,7802.0,1968,628.0,98,191,627.9999999999982
33876,2009-01-01,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,333.0,5757.0,970,3576.0,98,245,3576.0000000000005
33890,2009-01-01,Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,242.0,4033.0,1293,2612.0,98,538,2611.999999999999
33904,2009-01-01,Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,598.0,8871.0,1899,9686.0,98,642,9686.000000000004
33918,2009-01-01,Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,581.0,17761.0,3542,10817.0,98,743,10817.000000000002
33932,2009-01-01,Santa Clara,106430915.0,MISSION OAKS HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,98,507,-1.8189894035458565e-12
33946,2009-01-01,Santa Clara,106431506.0,KAISER FND HOSP - SAN JOSE,General Acute Care,Intensive Care,5138.0,150.0,2321.0,781,3748.0,98,320,3748.0000000000005
33960,2009-01-01,Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,13980.0,317.0,10375.0,1343,5265.0,98,459,5265.000000000002
33974,2009-01-01,Santa Clara,106434051.0,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,98,96,-1.8189894035458565e-12
33988,2009-01-01,Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,168.0,1535.0,291,384.0,98,732,383.99999999999824
34002,2009-01-01,Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,13870.0,391.0,8300.0,2266,8227.0,98,323,8227.000000000002
34016,2009-01-01,Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,175.0,2830.0,812,1807.0,99,177,1806.9999999999989
34030,2009-01-01,Santa Cruz,106441807.0,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,99,176,-1.8189894035458565e-12
34044,2009-01-01,Santa Cruz,106444012.0,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,99,758,-1.8189894035458565e-12
34058,2009-01-01,Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,53.0,814.0,244,578.0,99,850,577.9999999999984
34072,2009-01-01,Shasta,106450936.0,MAYERS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,475,-1.8189894035458565e-12
34086,2009-01-01,Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,136.0,2569.0,713,11055.0,100,678,11055.000000000005
34100,2009-01-01,Shasta,106450949.0,MERCY MEDICAL CENTER - REDDING,General Acute Care,Intensive Care,12410.0,457.0,2008.0,635,11494.0,100,489,11494.000000000007
34114,2009-01-01,Shasta,106454012.0,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,529,-1.8189894035458565e-12
34128,2009-01-01,Shasta,106454013.0,PATIENTS HOSPITAL OF REDDING,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,562,-1.8189894035458565e-12
34142,2009-01-01,Sierra,106461024.0,EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,101,185,-1.8189894035458565e-12
34156,2009-01-01,Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,3.0,167.0,88,1384.0,102,492,1383.999999999999
34170,2009-01-01,Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,161.0,565.0,102,1158.0,102,206,1157.9999999999989
34184,2009-01-01,Solano,106480989.0,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,General Acute Care,Intensive Care,3285.0,290.0,5612.0,1302,-735.0,103,311,-735.0000000000027
34198,2009-01-01,Solano,106481015.0,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,103,721,-1.8189894035458565e-12
34212,2009-01-01,Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,283.0,3439.0,729,1953.0,103,766,1952.9999999999989
34227,2009-01-01,Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,380.0,3364.0,603,3459.0,103,526,3459.0
34241,2009-01-01,Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,184.0,1706.0,363,1031.0,103,527,1030.9999999999986
34255,2009-01-01,Solano,106484044.0,KAISER FOUNDATION HOSPITAL - VACAVILLE,General Acute Care,Intensive Care,1712.0,34.0,379.0,118,1485.0,103,371,1484.999999999999
34269,2009-01-01,Sonoma,106490907.0,SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,650,-1.8189894035458565e-12
34283,2009-01-01,Sonoma,106490919.0,SUTTER MEDICAL CENTER OF SANTA ROSA,General Acute Care,Intensive Care,5840.0,169.0,3027.0,914,3896.0,104,759,3896.0
34296,2009-01-01,Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,80.0,543.0,149,1146.0,104,253,1145.9999999999989
34310,2009-01-01,Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,207.0,1276.0,230,2446.0,104,565,2446.0
34324,2009-01-01,Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,General Acute Care,Intensive Care,5840.0,572.0,7321.0,575,-334.0,104,649,-334.0000000000018
34338,2009-01-01,Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,108.0,835.0,138,1601.0,104,696,1600.999999999999
34352,2009-01-01,Sonoma,106491267.0,SONOMA DEVELOPMENTAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,695,-1.8189894035458565e-12
34366,2009-01-01,Sonoma,106491338.0,PALM DRIVE HOSPITAL,General Acute Care,Intensive Care,1825.0,144.0,937.0,303,1335.0,104,554,1334.9999999999986
34380,2009-01-01,Sonoma,106494019.0,KAISER FND HOSP - SANTA ROSA,General Acute Care,Intensive Care,3650.0,223.0,2428.0,632,2077.0,104,324,2076.999999999999
34394,2009-01-01,Sonoma,106494048.0,SANTA ROSA MEMORIAL HOSPITAL-FULTON,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,647,-1.8189894035458565e-12
34408,2009-01-01,Stanislaus,106500852.0,DOCTORS MEDICAL CENTER,General Acute Care,Intensive Care,13744.0,383.0,7007.0,1892,9012.0,105,168,9012.000000000004
34422,2009-01-01,Stanislaus,106500867.0,"EMANUEL MEDICAL CENTER, INC",General Acute Care,Intensive Care,5616.0,323.0,2948.0,505,3496.0,105,196,3496.0
34436,2009-01-01,Stanislaus,106500939.0,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,General Acute Care,Intensive Care,8395.0,327.0,8770.0,2970,2922.0,105,478,2921.999999999998
34450,2009-01-01,Stanislaus,106500967.0,OAK VALLEY DISTRICT HOSPITAL (2-RH),General Acute Care,Intensive Care,1825.0,95.0,538.0,135,1517.0,105,534,1516.999999999999
34464,2009-01-01,Stanislaus,106501016.0,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,105,174,-1.8189894035458565e-12
34478,2009-01-01,Stanislaus,106504038.0,STANISLAUS SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,105,745,-1.8189894035458565e-12
34492,2009-01-01,Stanislaus,106504042.0,KAISER FND HOSP-MODESTO,General Acute Care,Intensive Care,3650.0,324.0,3077.0,587,1484.0,105,335,1483.9999999999989
34506,2009-01-01,Sutter,106510882.0,FREMONT MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,61.0,832.0,195,2344.0,106,220,2343.9999999999995
34520,2009-01-01,Sutter,106514001.0,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,771,-1.8189894035458565e-12
34534,2009-01-01,Sutter,106514030.0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,767,-1.8189894035458565e-12
34548,2009-01-01,Sutter,106514033.0,NORTH VALLEY BEHAVIORAL HEALTH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,528,-1.8189894035458565e-12
34562,2009-01-01,Sutter,106514037.0,SEQUOIA PSYCHIATRIC CENTER - PHF,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,662,-1.8189894035458565e-12
34576,2009-01-01,Tehama,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,273.0,1389.0,541,2345.0,107,715,2344.999999999999
34590,2009-01-01,Trinity,106531059.0,TRINITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,108,800,-1.8189894035458565e-12
34604,2009-01-01,Tulare,106540734.0,KAWEAH DELTA MEDICAL CENTER,General Acute Care,Intensive Care,8885.0,902.0,2268.0,104,7623.0,109,379,7623.000000000003
34618,2009-01-01,Tulare,106540798.0,SIERRA VIEW DISTRICT HOSPITAL,General Acute Care,Intensive Care,3650.0,241.0,2618.0,609,1882.0,109,686,1881.999999999999
34632,2009-01-01,Tulare,106540816.0,TULARE DISTRICT HOSPITAL,General Acute Care,Intensive Care,2920.0,334.0,6136.0,742,-2140.0,109,801,-2140.000000000003
34646,2009-01-01,Tulare,106541123.0,PORTERVILLE DEVELOPMENTAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,109,573,-1.8189894035458565e-12
34660,2009-01-01,Tulare,106544009.0,KAWEAH DELTA  MENTAL HEALTH HOSPITAL D/P APH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,109,377,-1.8189894035458565e-12
34674,2009-01-01,Tuolumne,106551061.0,TUOLUMNE GENERAL MEDICAL FACILITY,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,110,804,1459.999999999999
34688,2009-01-01,Tuolumne,106552209.0,SONORA REGIONAL MEDICAL CENTER - FAIRVIEW,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,110,699,-1.8189894035458565e-12
34702,2009-01-01,Tuolumne,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY,General Acute Care,Intensive Care,2190.0,252.0,1788.0,217,871.0,110,702,870.9999999999986
34716,2009-01-01,Ventura,106560203.0,AURORA VISTA DEL MAR HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,42,-1.8189894035458565e-12
34730,2009-01-01,Ventura,106560473.0,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,General Acute Care,Intensive Care,3650.0,186.0,2398.0,976,2414.0,111,132,2413.9999999999986
34744,2009-01-01,Ventura,106560481.0,VENTURA COUNTY MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,933.0,3489.0,1067,1796.0,111,835,1795.9999999999986
34759,2009-01-01,Ventura,106560492.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,419.0,5990.0,1050,2779.0,111,454,2778.9999999999995
34773,2009-01-01,Ventura,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,92.0,464.0,43,1131.0,111,539,1130.9999999999989
34787,2009-01-01,Ventura,106560508.0,ST. JOHNS PLEASANT VALLEY HOSPITAL,General Acute Care,Intensive Care,2920.0,339.0,1932.0,527,1854.0,111,724,1853.9999999999989
34801,2009-01-01,Ventura,106560521.0,SANTA PAULA  HOSPITAL,General Acute Care,Intensive Care,2190.0,122.0,492.0,235,2055.0,111,646,2054.999999999999
34815,2009-01-01,Ventura,106560525.0,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,General Acute Care,Intensive Care,8760.0,370.0,4660.0,421,4891.0,111,694,4891.000000000002
34829,2009-01-01,Ventura,106560529.0,ST. JOHNS REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,574.0,6511.0,1296,-991.0,111,725,-991.0000000000025
34843,2009-01-01,Ventura,106560838.0,PACIFIC SHORES HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,552,-1.8189894035458565e-12
34857,2009-01-01,Ventura,106564018.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER - EAST CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,455,-1.8189894035458565e-12
34871,2009-01-01,Ventura,106564121.0,THOUSAND OAKS SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,790,-1.8189894035458565e-12
34885,2009-01-01,Yolo,106571086.0,WOODLAND MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,317.0,2064.0,649,1822.0,112,859,1821.9999999999986
34900,2009-01-01,Yolo,106574010.0,SUTTER DAVIS HOSPITAL,General Acute Care,Intensive Care,2190.0,125.0,928.0,202,1589.0,112,753,1588.999999999999
34914,2009-01-01,Yuba,106580996.0,RIDEOUT MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,150.0,3244.0,535,6201.0,113,602,6201.000000000002
34928,2009-01-01,Fresno,206100718.0,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,136,-1.8189894035458565e-12
34942,2009-01-01,San Benito,206351814.0,HAZEL HAWKINS CONVALESCENT HOSPITAL - SUNSET,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,90,249,-1.8189894035458565e-12
34956,2010-01-01,Alameda,106010735.0,ALAMEDA HOSPITAL,General Acute Care,Intensive Care,2920.0,0.0,0.0,0,2920.0,57,9,2920.0
34970,2010-01-01,Alameda,106010739.0,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,General Acute Care,Intensive Care,5840.0,382.0,5587.0,1183,1818.0,57,12,1817.9999999999986
34984,2010-01-01,Alameda,106010776.0,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,General Acute Care,Intensive Care,8395.0,704.0,6348.0,1123,3874.0,57,90,3874.0000000000005
34998,2010-01-01,Alameda,106010782.0,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,794,-1.8189894035458565e-12
35012,2010-01-01,Alameda,106010805.0,EDEN MEDICAL CENTER,General Acute Care,Intensive Care,6205.0,207.0,3287.0,448,3573.0,57,188,3573.000000000001
35026,2010-01-01,Alameda,106010811.0,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,5,-1.8189894035458565e-12
35040,2010-01-01,Alameda,106010844.0,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,13,-1.8189894035458565e-12
35054,2010-01-01,Alameda,106010846.0,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,General Acute Care,Intensive Care,7300.0,302.0,5726.0,1075,2951.0,57,6,2950.9999999999995
35068,2010-01-01,Alameda,106010856.0,KAISER FND HOSP - OAKLAND CAMPUS,General Acute Care,Intensive Care,10950.0,242.0,5910.0,1563,6845.0,57,303,6845.000000000002
35081,2010-01-01,Alameda,106010858.0,KAISER FND HOSP - HAYWARD/FREMONT,General Acute Care,Intensive Care,5840.0,316.0,4015.0,1258,3399.0,57,299,3398.999999999999
35095,2010-01-01,Alameda,106010887.0,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,General Acute Care,Intensive Care,3650.0,109.0,2235.0,303,1827.0,57,397,1826.9999999999993
35109,2010-01-01,Alameda,106010937.0,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,General Acute Care,Intensive Care,8760.0,281.0,8820.0,1916,2137.0,57,14,2136.9999999999986
35123,2010-01-01,Alameda,106010967.0,ST. ROSE HOSPITAL,General Acute Care,Intensive Care,3285.0,151.0,2590.0,714,1560.0,57,740,1559.9999999999989
35137,2010-01-01,Alameda,106010983.0,VALLEY MEMORIAL HOSPITAL - LIVERMORE,General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1095.0,57,831,1094.9999999999989
35151,2010-01-01,Alameda,106010987.0,WASHINGTON HOSPITAL - FREMONT,General Acute Care,Intensive Care,4380.0,216.0,3880.0,1125,1841.0,57,849,1840.9999999999986
35165,2010-01-01,Alameda,106013619.0,SAN LEANDRO HOSPITAL,General Acute Care,Intensive Care,1825.0,180.0,2340.0,0,-335.0,57,631,-335.0000000000017
35179,2010-01-01,Alameda,106013626.0,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,15,-1.8189894035458565e-12
35193,2010-01-01,Alameda,106013687.0,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,518,-1.8189894035458565e-12
35207,2010-01-01,Alameda,106014034.0,FREMONT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,219,-1.8189894035458565e-12
35221,2010-01-01,Alameda,106014050.0,VALLEYCARE MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,287.0,2174.0,261,3119.0,57,834,3119.0
35235,2010-01-01,Alameda,106014132.0,KAISER FND HOSP - FREMONT,General Acute Care,Intensive Care,3650.0,186.0,2586.0,780,2030.0,57,294,2029.9999999999989
35250,2010-01-01,Alameda,106014207.0,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,777,-1.8189894035458565e-12
35264,2010-01-01,Alameda,106014226.0,Telecare Willow Rock Center,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,807,-1.8189894035458565e-12
35278,2010-01-01,Amador,106034002.0,SUTTER AMADOR HOSPITAL,General Acute Care,Intensive Care,2190.0,196.0,1358.0,339,1367.0,58,749,1366.9999999999986
35292,2010-01-01,Butte,106040802.0,BIGGS GRIDLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,80.0,805.0,110,845.0,59,57,844.9999999999986
35306,2010-01-01,Butte,106040828.0,ENLOE MEDICAL CENTER - COHASSET CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,201,-1.8189894035458565e-12
35320,2010-01-01,Butte,106040875.0,FEATHER RIVER HOSPITAL,General Acute Care,Intensive Care,4380.0,405.0,3181.0,638,2242.0,59,210,2241.999999999999
